MB_CODE_2016,MB_CATEGORY_NAME_2016,SA1_MAINCODE_2016,SA1_7DIGITCODE_2016,SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,GCCSA_CODE_2016,GCCSA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
60000790000,Residential,60203106422,6106422,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.2098
60000800000,Residential,60203106422,6106422,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.301
60000810000,Residential,60203106422,6106422,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1686
60000830000,Residential,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0645
60000840000,Parkland,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0236
60000850000,Parkland,60203106409,6106409,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0519
60000870000,Parkland,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1292
60000900000,Residential,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0472
60000910000,Residential,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0404
60000920000,Residential,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.044
60000930000,Residential,60203106409,6106409,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0604
60000940000,Residential,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0496
