DATE_AS_AT,TOTALS_NATIONAL_TOTAL,TOTALS_NATIONAL_LAST_24HR,TOTALS_CWTH_ALL_TOTAL,TOTALS_CWTH_ALL_LAST_24HR,TOTALS_CWTH_PRIMARY_CARE_TOTAL,TOTALS_CWTH_PRIMARY_CARE_LAST_24HR,TOTALS_CWTH_AGED_CARE_TOTAL,TOTALS_CWTH_AGED_CARE_LAST_24HR,STATE_CLINICS_VIC_TOTAL,STATE_CLINICS_VIC_LAST_24HR,STATE_CLINICS_QLD_TOTAL,STATE_CLINICS_QLD_LAST_24HR,STATE_CLINICS_WA_TOTAL,STATE_CLINICS_WA_LAST_24HR,STATE_CLINICS_TAS_TOTAL,STATE_CLINICS_TAS_LAST_24HR,STATE_CLINICS_SA_TOTAL,STATE_CLINICS_SA_LAST_24HR,STATE_CLINICS_ACT_TOTAL,STATE_CLINICS_ACT_LAST_24HR,STATE_CLINICS_NT_TOTAL,STATE_CLINICS_NT_LAST_24HR,STATE_CLINICS_NSW_TOTAL,STATE_CLINICS_NSW_LAST_24HR,CWTH_AGED_CARE_VIC_TOTAL,CWTH_AGED_CARE_VIC_LAST_24HR,CWTH_AGED_CARE_QLD_TOTAL,CWTH_AGED_CARE_QLD_LAST_24HR,CWTH_AGED_CARE_WA_TOTAL,CWTH_AGED_CARE_WA_LAST_24HR,CWTH_AGED_CARE_TAS_TOTAL,CWTH_AGED_CARE_TAS_LAST_24HR,CWTH_AGED_CARE_SA_TOTAL,CWTH_AGED_CARE_SA_LAST_24HR,CWTH_AGED_CARE_ACT_TOTAL,CWTH_AGED_CARE_ACT_LAST_24HR,CWTH_AGED_CARE_NT_TOTAL,CWTH_AGED_CARE_NT_LAST_24HR,CWTH_AGED_CARE_NSW_TOTAL,CWTH_AGED_CARE_NSW_LAST_24HR,CWTH_PRIMARY_CARE_VIC_TOTAL,CWTH_PRIMARY_CARE_VIC_LAST_24HR,CWTH_PRIMARY_CARE_QLD_TOTAL,CWTH_PRIMARY_CARE_QLD_LAST_24HR,CWTH_PRIMARY_CARE_WA_TOTAL,CWTH_PRIMARY_CARE_WA_LAST_24HR,CWTH_PRIMARY_CARE_TAS_TOTAL,CWTH_PRIMARY_CARE_TAS_LAST_24HR,CWTH_PRIMARY_CARE_SA_TOTAL,CWTH_PRIMARY_CARE_SA_LAST_24HR,CWTH_PRIMARY_CARE_ACT_TOTAL,CWTH_PRIMARY_CARE_ACT_LAST_24HR,CWTH_PRIMARY_CARE_NT_TOTAL,CWTH_PRIMARY_CARE_NT_LAST_24HR,CWTH_PRIMARY_CARE_NSW_TOTAL,CWTH_PRIMARY_CARE_NSW_LAST_24HR,CWTH_AGED_CARE_DOSES_FIRST_DOSE,CWTH_AGED_CARE_DOSES_SECOND_DOSE,CWTH_AGED_CARE_FACILITIES_FIRST_DOSE,CWTH_AGED_CARE_FACILITIES_SECOND_DOSE,APPROX_VIC_SECOND_DOSE_TOTAL,APPROX_QLD_SECOND_DOSE_TOTAL,APPROX_WA_SECOND_DOSE_TOTAL,APPROX_TAS_SECOND_DOSE_TOTAL,APPROX_SA_SECOND_DOSE_TOTAL,APPROX_ACT_SECOND_DOSE_TOTAL,APPROX_NT_SECOND_DOSE_TOTAL,APPROX_NSW_SECOND_DOSE_TOTAL,FIRST_NATIONS_VIC_FIRST_DOSE_TOTAL,FIRST_NATIONS_VIC_SECOND_DOSE_TOTAL,FIRST_NATIONS_QLD_FIRST_DOSE_TOTAL,FIRST_NATIONS_QLD_SECOND_DOSE_TOTAL,FIRST_NATIONS_WA_FIRST_DOSE_TOTAL,FIRST_NATIONS_WA_SECOND_DOSE_TOTAL,FIRST_NATIONS_TAS_FIRST_DOSE_TOTAL,FIRST_NATIONS_TAS_SECOND_DOSE_TOTAL,FIRST_NATIONS_SA_FIRST_DOSE_TOTAL,FIRST_NATIONS_SA_SECOND_DOSE_TOTAL,FIRST_NATIONS_ACT_FIRST_DOSE_TOTAL,FIRST_NATIONS_ACT_SECOND_DOSE_TOTAL,FIRST_NATIONS_NT_FIRST_DOSE_TOTAL,FIRST_NATIONS_NT_SECOND_DOSE_TOTAL,FIRST_NATIONS_NSW_FIRST_DOSE_TOTAL,FIRST_NATIONS_NSW_SECOND_DOSE_TOTAL,FIRST_NATIONS_AUS_FIRST_DOSE_TOTAL,FIRST_NATIONS_AUS_SECOND_DOSE_TOTAL,FIRST_NATIONS_VIC_FIRST_PCT_TOTAL,FIRST_NATIONS_VIC_SECOND_PCT_TOTAL,FIRST_NATIONS_QLD_FIRST_PCT_TOTAL,FIRST_NATIONS_QLD_SECOND_PCT_TOTAL,FIRST_NATIONS_WA_FIRST_PCT_TOTAL,FIRST_NATIONS_WA_SECOND_PCT_TOTAL,FIRST_NATIONS_TAS_FIRST_PCT_TOTAL,FIRST_NATIONS_TAS_SECOND_PCT_TOTAL,FIRST_NATIONS_SA_FIRST_PCT_TOTAL,FIRST_NATIONS_SA_SECOND_PCT_TOTAL,FIRST_NATIONS_ACT_FIRST_PCT_TOTAL,FIRST_NATIONS_ACT_SECOND_PCT_TOTAL,FIRST_NATIONS_NT_FIRST_PCT_TOTAL,FIRST_NATIONS_NT_SECOND_PCT_TOTAL,FIRST_NATIONS_NSW_FIRST_PCT_TOTAL,FIRST_NATIONS_NSW_SECOND_PCT_TOTAL,FIRST_NATIONS_AUS_FIRST_PCT_TOTAL,FIRST_NATIONS_AUS_SECOND_PCT_TOTAL,VALIDATED,URL
2021-12-20,41460631,194742,24800513,144135,23633654,143242,1166859,893,4879988,13901,3163948,10832,1756940,6634,483984,1322,1302843,6093,516435,2981,240202,1046,4315778,7798,217464,173,182443,223,83394,123,21083,6,78129,96,15343,1,6641,3,534438,332,5979527,30527,4602809,38678,2088908,15553,405516,3337,1402234,8558,480109,1820,163246,926,8539229,43779,,,,,,,,,,,,,35749,34299,102592,85148,40303,29301,14193,12950,18369,15302,4933,4754,38360,32287,137732,133061,406330,357778,88.3,84.7,71.7,59.5,63.3,46,83,75.8,72.1,60.1,90.5,87.2,82.6,69.6,86.1,83.1,77,67.8,Y,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-21-december-2021.pdf
2021-12-21,41667960,207329,24946454,145941,23778307,144653,1168147,1288,4896563,16575,3177920,13972,1763476,6536,486076,2092,1309307,6464,519793,3358,241288,1086,4327083,11305,217788,324,182804,361,83459,65,21086,3,78132,3,15347,4,6641,0,535024,586,6010207,30680,4642137,39328,2104119,15211,409328,3812,1411331,9097,482404,2295,164225,979,8582422,43193,,,,,,,,,,,,,35786,34530,106775,91675,41686,31370,14372,13247,18598,15961,4942,4779,38978,33663,137732,133475,412913,369582,88.5,85.4,74.4,63.9,65.4,49.2,84.2,77.6,73.1,62.7,90.6,87.6,83.7,72.3,86.2,83.5,78.3,70.1,Y,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-22-december-2021-covid-19-vaccine-rollout-update-21-december-2021.pdf
2021-12-22,41883867,215907,25096707,150253,23924715,146408,1171992,3845,4912663,16100,3193900,15980,1770193,6717,487892,1816,1314592,5285,523169,3376,242846,1558,4341905,14822,218002,214,182953,149,84450,991,21084,-2,78145,13,15351,4,6646,5,537369,2345,6043487,33280,4680735,38598,2119525,15406,412847,3519,1421204,9873,484382,1978,165031,806,8625496,43074,,,,,,,,,,,,,35786,34530,106775,91675,41686,31370,14372,13247,18598,15961,4942,4779,38978,33663,137732,133475,412913,369582,88.5,85.4,74.4,63.9,65.4,49.2,84.2,77.6,73.1,62.7,90.6,87.6,83.7,72.3,86.2,83.5,78.3,70.1,Y,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-23-december-2021.pdf
2021-12-23,42076796,192929,25231556,134849,24059222,134507,1172334,342,4926071,13408,3207708,13808,1777587,7394,490230,2338,1318966,4374,526504,3335,243960,1114,4354214,12309,218074,72,183023,70,84444,-6,21085,1,78146,1,15347,-4,6646,0,537487,118,6073044,29557,4714201,33466,2134096,14571,416215,3368,1429210,8006,486382,2000,165911,880,8668245,42749,,,,,,,,,,,,,35786,34530,106775,91675,41686,31370,14372,13247,18598,15961,4942,4779,38978,33663,137732,133475,412913,369582,88.5,85.4,74.4,63.9,65.4,49.2,84.2,77.6,73.1,62.7,90.6,87.6,83.7,72.3,86.2,83.5,78.3,70.1,N,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-24-december-2021.pdf
2021-12-26,42221068,10338,25324434,7837,24151567,7574,1172867,263,4928394,18,3225174,0,1783696,440,491641,0,1323157,1915,529963,92,244631,14,4369978,22,218103,1,183089,48,84601,99,21089,1,78144,0,15346,0,6650,0,537656,107,6094911,2186,4734045,1622,2146953,880,418304,86,1434074,544,487886,232,166534,24,8697049,2007,,,,,,,,,,,,,35786,34530,106775,91675,41686,31370,14372,13247,18598,15961,4942,4779,38978,33663,137732,133475,412913,369582,88.5,85.4,74.4,63.9,65.4,49.2,84.2,77.6,73.1,62.7,90.6,87.6,83.7,72.3,86.2,83.5,78.3,70.1,N,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-27-december-2021_0.pdf
2021-12-27,42252227,31159,25342969,18535,24170102,18535,1172867,0,4928925,531,3225179,5,1789907,6211,491641,0,1326144,2987,530192,229,244765,134,4372505,2527,218101,-2,183095,6,84600,-1,21091,2,78143,-1,15346,0,6650,0,537654,-2,6100029,5118,4737883,3838,2149319,2366,418657,353,1435038,964,488179,293,166739,205,8702445,5396,,,,,,,,,,,,,35786,34530,106775,91675,41686,31370,14372,13247,18598,15961,4942,4779,38978,33663,137732,133475,412913,369582,88.5,85.4,74.4,63.9,65.4,49.2,84.2,77.6,73.1,62.7,90.6,87.6,83.7,72.3,86.2,83.5,78.3,70.1,N,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-28-december-2021_0.pdf
2021-12-28,42289453,37226,25365479,22510,24192535,22433,1172944,77,4929424,499,3226067,888,1796253,6346,491641,0,1330186,4042,530448,256,244833,68,4375122,2617,218102,1,183173,78,84599,-1,21095,4,78143,0,15343,-3,6650,0,537660,6,6104602,4573,4744356,6473,2152225,2906,419029,372,1436195,1157,488736,557,166782,43,8708789,6344,,,,,,,,,,,,,35757,34561,108070,93797,42332,32420,14416,13336,18694,16211,4953,4800,39591,34497,137647,133561,415514,374181,88.6,85.6,75.4,65.4,66.4,50.8,84.9,78.5,73.6,63.8,90.7,87.9,84.2,73.4,86.2,83.7,78.8,,N,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-29-december-2021.pdf
2021-12-29,42438427,148974,25485179,119700,24312116,119581,1173063,119,4933173,3749,3227095,1028,1807183,10930,491640,-1,1335324,5138,531427,979,245440,607,4381966,6844,218184,82,183193,20,84596,-3,21095,0,78142,-1,15345,2,6651,1,537656,-4,6130371,25769,4772736,28380,2170850,18625,421288,2259,1445639,9444,490154,1418,167180,398,8742099,33310,,,,,,,,,,,,,35757,34561,108070,93797,42332,32420,14416,13336,18694,16211,4953,4800,39591,34497,137647,133561,415514,374181,88.6,85.6,75.4,65.4,66.4,50.8,84.9,78.5,73.6,63.8,90.7,87.9,84.2,73.4,86.2,83.7,78.8,71,N,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-30-december-2021.pdf
2021-12-30,42598706,160279,25606327,121148,24433126,121010,1173201,138,4936981,3808,3238908,11813,1818182,10999,492281,641,1341368,6044,532425,998,246017,577,4386217,4251,218266,82,183266,73,84604,8,21096,1,78145,3,15350,5,6645,-6,537675,19,6156782,26411,4801001,28265,2188640,17790,423862,2574,1455556,9917,491560,1406,167912,732,8775967,33868,,,,,,,,,,,,,35757,34561,108070,93797,42332,32420,14416,13336,18694,16211,4953,4800,39591,34497,137647,133561,415514,374181,88.6,85.6,75.4,65.4,66.4,50.8,84.9,78.5,73.6,63.8,90.7,87.9,84.2,73.4,86.2,83.7,78.8,71,N,https://www.health.gov.au/sites/default/files/documents/2021/12/covid-19-vaccine-rollout-update-31-december-2021.pdf
2022-01-02,42787000,29730,25711349,14794,24538046,14792,1173303,2,4940235,479,3259678,117,1832009,5491,493272,0,1352726,3672,533407,141,246612,66,4417712,4970,218316,-26,183226,-23,84614,-3,21089,-7,78139,0,15353,-2,6644,1,537634,-29,6181477,3503,4826531,3936,2203907,1918,426421,268,1462903,667,493178,216,168532,0,8803385,4375,,,,,,,,,,,,,35757,34561,108070,93797,42332,32420,14416,13336,18694,16211,4953,4800,39591,34497,137647,133561,415514,374181,88.6,85.6,75.4,65.4,66.4,50.8,84.9,78.5,73.6,63.8,90.7,87.9,84.2,73.4,86.2,83.7,78.8,,N,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-1-january-2022.pdf
2022-01-03,42831533,44533,25736274,24925,24562961,24915,1173313,10,4940439,204,3261022,1344,1839764,7755,493272,0,1357731,5005,533640,233,246711,99,4422680,4968,218321,5,183233,7,84618,4,21090,1,78145,6,15358,5,6644,0,537628,-6,6189717,8240,4832002,5471,2206640,2733,426831,410,1463796,893,493456,278,168706,174,8810089,6704,,,,,,,,,,,,,35757,34561,108070,93797,42332,32420,14416,13336,18694,16211,4953,4800,39591,34497,137647,133561,415514,374181,88.6,85.6,75.4,65.4,66.4,50.8,84.9,78.5,73.6,63.8,90.7,87.9,84.2,73.4,86.2,83.7,78.8,,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-4-january-2022.pdf
2022-01-04,43044030,212497,25890770,154496,24717300,154339,1173470,157,4958844,18405,3263816,2794,1854514,14750,493299,27,1367491,9760,535228,1588,247970,1259,4432098,9418,218462,141,183271,38,84627,9,21095,5,78163,18,15362,4,6644,0,537631,3,6223974,34257,4869973,37971,2226303,19663,430137,3306,1474760,10964,496286,2830,169193,487,8854889,44800,,,,,,,,,,,,,35671,34513,108816,95784,42976,33545,14411,13385,18762,16409,4936,4786,39736,34873,137410,133442,416820,377876,88.6,85.7,76,66.9,67.5,52.7,85.2,79.1,73.9,64.6,90.8,88,84.5,74.1,86.2,83.7,79.2,71.8,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-5-january-2022.pdf
2022-01-05,43306383,262353,26068320,177550,24894932,177632,1173388,-82,4978761,19917,3282039,18223,1867894,13380,493308,9,1376918,9427,538269,3041,249570,1600,4451304,19206,218280,-182,183338,67,84658,31,21099,4,78164,1,15362,0,6647,3,537666,35,6265091,41117,4912757,42784,2249239,22936,434335,4198,1487216,12456,499232,2946,170108,915,8905128,50239,,,,,,,,,,,,,35671,34513,108816,95784,42976,33545,14411,13385,18762,16409,4936,4786,39736,34873,137410,133442,416820,377876,88.6,85.7,76,66.9,67.5,52.7,85.2,79.1,73.9,64.6,90.8,88,84.5,74.1,86.2,83.7,79.2,71.8,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-6-january-2022.pdf
2022-01-06,43579655,273272,26255835,187515,25082225,187293,1173610,222,4999140,20379,3300253,18214,1881928,14034,495711,2403,1386462,9544,541481,3212,251104,1534,4467741,16437,218388,108,183441,103,84666,8,21102,3,78161,-3,15359,-3,6645,-2,537625,-41,6308130,43039,4957075,44318,2273034,23795,439325,4990,1499012,11796,502797,3565,171118,1010,8959957,54829,,,,,,,,,,,,,35671,34513,108816,95784,42976,33545,14411,13385,18762,16409,4936,4786,39736,34873,137410,133442,416820,377876,88.6,85.7,76,66.9,67.5,52.7,85.2,79.1,73.9,64.6,90.8,88,84.5,74.1,86.2,83.7,79.2,71.8,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-7-january-2022.pdf
2022-01-07,43848961,269306,26440071,184236,25265907,183682,1174164,554,5019561,20421,3317706,17453,1894200,12272,498002,2291,1395077,8615,544431,2950,252898,1794,4487015,19274,218632,244,183549,108,84703,37,21106,4,78161,0,15359,0,6643,-2,537805,180,6348709,40579,4999092,42017,2298418,25384,443155,3830,1510337,11325,505919,3122,172458,1340,9016025,56068,,,,,,,,,,,,,35671,34513,108816,95784,42976,33545,14411,13385,18762,16409,4936,4786,39736,34873,137410,133442,416820,377876,88.6,85.7,76,66.9,67.5,52.7,85.2,79.1,73.9,64.6,90.8,88,84.5,74.1,86.2,83.7,79.2,71.8,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-8-january-2022.pdf
2022-01-08,44013098,164137,26531138,91067,25356892,90985,1174246,82,5035140,15579,3333945,16239,1903817,9617,500696,2694,1401777,6700,546466,2035,253861,963,4506258,19243,218700,68,183563,14,84710,7,21105,-1,78164,3,15355,-4,6644,1,537818,13,6370819,22110,5016935,17843,2312125,13707,445716,2561,1515299,4962,507459,1540,172595,137,9044131,28106,,,,,,,,,,,,,35671,34513,108816,95784,42976,33545,14411,13385,18762,16409,4936,4786,39736,34873,137410,133442,416820,377876,88.6,85.7,76,66.9,67.5,52.7,85.2,79.1,73.9,64.6,90.8,88,84.5,74.1,86.2,83.7,79.2,71.8,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-9-january-2022.pdf
2022-01-09,44113001,99903,26573451,42313,25399179,42287,1174272,26,5047821,12681,3343035,9090,1911108,7291,503688,2992,1408529,6752,548288,1822,254637,776,4522444,16186,218680,-20,183539,-24,84696,-14,21098,-7,78131,-33,15355,0,6641,-3,537775,-43,6381798,10979,5026223,9288,2317112,4987,446714,998,1517916,2617,508613,1154,172599,4,9056561,12430,,,,,,,,,,,,,35671,34513,108816,95784,42976,33545,14411,13385,18762,16409,4936,4786,39736,34873,137410,133442,416820,377876,88.6,85.7,76,66.9,67.5,52.7,85.2,79.1,73.9,64.6,90.8,88,84.5,74.1,86.2,83.7,79.2,71.8,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-10-january-2022.pdf
2022-01-10,44402718,289717,26796669,223218,25620706,221527,1175963,1691,5064007,16186,3349366,6331,1922873,11765,506021,2333,1417164,8635,558533,10245,256248,1611,4531837,9393,219077,397,183841,302,85058,362,21096,-2,78160,29,15361,6,6643,2,538288,513,6435012,53214,5072798,46575,2344015,26903,450448,3734,1529702,11786,512241,3628,174205,1606,9130724,74163,,,,,,,,,,,,,35671,34513,108816,95784,42976,33545,14411,13385,18762,16409,4936,4786,39736,34873,137410,133442,416820,377876,88.6,85.7,76,66.9,67.5,52.7,85.2,79.1,73.9,64.6,90.8,88,84.5,74.1,86.2,83.7,79.2,71.8,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-11-january-2022.pdf
2022-01-11,44730133,327415,27035909,239240,25859252,238546,1176657,694,5088970,24963,3372375,23009,1935319,12446,508984,2963,1426010,8846,555134,-3399,257842,1594,4549590,17753,219348,271,183858,17,85098,40,21098,2,78194,34,15365,4,6645,2,538579,291,6491380,56368,5122724,49926,2371677,27662,454793,4345,1542965,13263,516691,4450,175625,1420,9211869,81145,,,,,,,,,,,,,35493,34412,110207,99119,44223,35291,14433,13563,18945,16765,4932,4785,40245,35848,136926,133074,419832,384519,88.7,86,77.1,69.3,69.5,55.5,85.8,80.6,74.8,66.2,90.9,88.2,85.4,76.1,86.3,83.9,80,73.2,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-12-january-2022.pdf
2022-01-12,45076482,346349,27288929,253020,26109960,250708,1178969,2312,5113900,24930,3390026,17651,1947147,11828,512183,3199,1434964,8954,558405,3271,259804,1962,4571124,21534,219716,368,184270,412,85637,539,21113,15,78327,133,15362,-3,6642,-3,539269,690,6549947,58567,5177292,54568,2400566,28889,459648,4855,1558048,15083,521485,4794,177309,1684,9294298,82429,,,,,,,,,,,,,35493,34412,110207,99119,44223,35291,14433,13563,18945,16765,4932,4785,40245,35848,136926,133074,419832,384519,88.7,86,77.1,69.3,69.5,55.5,85.8,80.6,74.8,66.2,90.9,88.2,85.4,76.1,86.3,83.9,80,73.2,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-13-january-2022.pdf
2022-01-13,45423554,347072,27546494,257565,26365352,255392,1181142,2173,5137873,23973,3407470,17444,1960380,13233,515767,3584,1444837,9873,561540,3135,261768,1964,4587425,16301,219947,231,184673,403,86070,433,21132,19,78399,72,15432,70,6646,4,540150,881,6611233,61286,5229534,52242,2429776,29210,465120,5472,1572363,14315,526111,4626,178828,1519,9381080,86782,,,,,,,,,,,,,35493,34412,110207,99119,44223,35291,14433,13563,18945,16765,4932,4785,40245,35848,136926,133074,419832,384519,88.7,86,77.1,69.3,69.5,55.5,85.8,80.6,74.8,66.2,90.9,88.2,85.4,76.1,86.3,83.9,80,73.2,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-14-january-2022.pdf
2022-01-14,45762761,339207,27796629,250135,26613262,247910,1183367,2225,5161196,23323,3423920,16450,1973584,13204,518469,2702,1454380,9543,564440,2900,263371,1603,4606772,19347,220373,426,185220,547,86435,365,21152,20,78553,154,15502,70,6650,4,540692,542,6672007,60774,5280935,51401,2459224,29448,469118,3998,1586385,14022,530582,4471,180560,1732,9463241,82161,,,,,,,,,,,,,35493,34412,110207,99119,44223,35291,14433,13563,18945,16765,4932,4785,40245,35848,136926,133074,419832,384519,88.7,86,77.1,69.3,69.5,55.5,85.8,80.6,74.8,66.2,90.9,88.2,85.4,76.1,86.3,83.9,80,73.2,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-15-january-2022.pdf
2022-01-15,45954013,191252,27912065,115436,26727590,114328,1184475,1108,5179705,18509,3438657,14737,1983392,9808,521084,2615,1462083,7703,566398,1958,264374,1003,4626255,19483,220878,505,185337,117,86570,135,21175,23,78737,184,15529,27,6650,0,540777,85,6701657,29650,5300248,19313,2475207,15983,471084,1966,1592271,5886,533430,2848,180659,99,9501856,38615,,,,,,,,,,,,,35493,34412,110207,99119,44223,35291,14433,13563,18945,16765,4932,4785,40245,35848,136926,133074,419832,384519,88.7,86,77.1,69.3,69.5,55.5,85.8,80.6,74.8,66.2,90.9,88.2,85.4,76.1,86.3,83.9,80,73.2,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-16-january-2022.pdf
2022-01-16,46069292,115279,27972212,60147,26787196,59606,1185016,541,5191669,11964,3449233,10576,1990100,6708,524640,3556,1469987,7904,568427,2029,265190,816,4637834,11579,221013,135,185340,3,86686,116,21169,-6,78805,68,15581,52,6651,1,540756,-21,6719317,17660,5312869,12621,2482090,6883,473253,2169,1594951,2680,535247,1817,180719,60,9517765,15909,,,,,,,,,,,,,35493,34412,110207,99119,44223,35291,14433,13563,18945,16765,4932,4785,40245,35848,136926,133074,419832,384519,88.7,86,77.1,69.3,69.5,55.5,85.8,80.6,74.8,66.2,90.9,88.2,85.4,76.1,86.3,83.9,80,73.2,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-17-january-2022.pdf
2022-01-17,46398296,329004,28226758,254546,27037444,250248,1189314,4298,5211524,19855,3457346,8113,2001994,11894,527804,3164,1479544,9557,571725,3298,266597,1407,4655004,17170,221540,527,185749,409,88197,1511,21180,11,78997,192,15583,2,6656,5,542247,1491,6778238,58921,5359569,46700,2512637,30547,478503,5250,1607411,12460,541898,6651,181502,783,9606851,89086,,,,,,,,,,,,,35493,34412,110207,99119,44223,35291,14433,13563,18945,16765,4932,4785,40245,35848,136926,133074,419832,384519,88.7,86,77.1,69.3,69.5,55.5,85.8,80.6,74.8,66.2,90.9,88.2,85.4,76.1,86.3,83.9,80,73.2,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-18-january-2022.pdf
2022-01-18,46720255,321959,28480727,253969,27289221,251777,1191506,2192,5227248,15724,3468496,11150,2012048,10054,529661,1857,1488569,9025,576125,4400,268255,1658,4669126,14122,222276,736,186165,416,88693,496,21198,18,79290,293,15595,12,6662,6,542357,110,6838696,60458,5408749,49180,2542693,30056,482998,4495,1621584,14173,546576,4678,183004,1502,9694191,87340,,,,,,,,,,,,,35378,34339,111437,101243,45410,36609,14457,13652,19123,16982,4912,4767,40694,36609,136460,132696,422837,389157,88.8,86.2,78,70.9,71.6,57.8,86.5,81.7,75.9,67.4,90.9,88.2,86.3,77.6,86.3,84,80.7,74.3,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-19-january-2022.pdf
2022-01-19,47053063,332808,28737226,256499,27542298,253077,1194928,3422,5245941,18693,3480300,11804,2023214,11166,532455,2794,1497952,9383,580600,4475,270081,1826,4685294,16168,223169,893,186890,725,89336,643,21266,68,79560,270,15600,5,6770,108,542926,569,6898606,59910,5458047,49298,2574566,31873,488607,5609,1636860,15276,550377,3801,184676,1672,9779970,85779,,,,,,,,,,,,,35378,34339,111437,101243,45410,36609,14457,13652,19123,16982,4912,4767,40694,36609,136460,132696,422837,389157,88.8,86.2,78,70.9,71.6,57.8,86.5,81.7,75.9,67.4,90.9,88.2,86.3,77.6,86.3,84,80.7,74.3,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-20-january-2022.pdf
2022-01-20,47406253,353190,29003651,266425,27804754,262456,1198897,3969,5274871,28930,3492207,11907,2036726,13512,535012,2557,1509023,11071,584761,4161,271907,1826,4698095,12801,224089,920,187919,1029,89853,517,21376,110,79710,150,15703,103,6823,53,543855,929,6963476,64870,5507752,49705,2606852,32286,492802,4195,1652286,15426,555641,5264,185929,1253,9869585,89615,,,,,,,,,,,,,35378,34339,111437,101243,45410,36609,14457,13652,19123,16982,4912,4767,40694,36609,136460,132696,422837,389157,88.8,86.2,78,70.9,71.6,57.8,86.5,81.7,75.9,67.4,90.9,88.2,86.3,77.6,86.3,84,80.7,74.3,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-21-january-2022.pdf
2022-01-21,47742207,335954,29251324,247673,28049062,244308,1202262,3365,5306093,31222,3503743,11536,2048040,11314,536778,1766,1519285,10262,588993,4232,273321,1414,4714630,16535,224973,884,188549,630,90362,509,21475,99,79956,246,15744,41,6868,45,544593,738,7024067,60591,5553734,45982,2636550,29698,497867,5065,1666187,13901,559848,4207,187458,1529,9953093,83508,,,,,,,,,,,,,35378,34339,111437,101243,45410,36609,14457,13652,19123,16982,4912,4767,40694,36609,136460,132696,422837,389157,88.8,86.2,78,70.9,71.6,57.8,86.5,81.7,75.9,67.4,90.9,88.2,86.3,77.6,86.3,84,80.7,74.3,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-22-january-2022.pdf
2022-01-22,47934083,191876,29363392,112068,28159947,110885,1203445,1183,5334367,28274,3513983,10240,2056959,8919,536778,0,1528520,9235,592135,3142,274372,1051,4733577,18947,225391,418,188696,147,90582,220,21477,2,80054,98,15776,32,6885,17,544732,139,7054837,30770,5571652,17918,2651217,14667,500403,2536,1672338,6151,562207,2359,187594,136,9989551,36458,,,,,,,,,,,,,35378,34339,111437,101243,45410,36609,14457,13652,19123,16982,4912,4767,40694,36609,136460,132696,422837,389157,88.8,86.2,78,70.9,71.6,57.8,86.5,81.7,75.9,67.4,90.9,88.2,86.3,77.6,86.3,84,80.7,74.3,Y,https://www.health.gov.au/sites/default/files/documents/2022/01/covid-19-vaccine-rollout-update-23-january-2022.pdf
